"Datum";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse"
;" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse"
;" Schwefeldioxid";" Kohlenmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10";" Lufttemperatur";" Luftfeuchte relativ";" Luftdruck";" Windgeschwindigkeit skalar";" Globalstrahlung";" Regendauer";" Schwefeldioxid";" Kohlenmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10"
;" SO2";" CO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10";" T";" Hr";" p";" WVs";" StrGlo";" RainDur";" SO2";" CO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10"
;" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1"
;" µg/m3";" mg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";" °C";" %Hr";" hPa";" m/s";" W/m2";" min";" µg/m3";" mg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";"1";" ppb";" µg/m3";" µg/m3"
"14.08.2014";1.37;0.23;71.2;0;18.77;8.05;8.36;16.67;59.47;964.71;1.41;196.84;33.7;1.04;0.29;72.08;0;35.43;27.92;7.47;72.67;0;8.1;1.55;46.92;0;44.14;34.1;9.63
"15.08.2014";1.3;0.24;68.56;0;18.77;6.31;6.74;14.44;75.49;966.36;1.82;127.78;521.87;0.9;0.23;74.84;0;22.61;11.77;7.19;68.09;0;9.31;1.62;47.9;0;48.33;46.56;11.09
"16.08.2014";1.37;0.24;77.15;0;13.47;5.23;5.69;14.68;72.22;970.92;1.83;175.74;154.1;1.2;0.22;74.17;0;20.27;6.54;8.14;74.78;0;5.77;1.16;51.77;0;38.29;28.13;6.95
"17.08.2014";1.66;0.29;85.45;0;21.42;7.24;9.3;16.21;66.37;967.47;1.3;259.34;0;1.37;0.27;85.99;0;25.52;7.42;6.21;83.26;0;5.61;1.14;69.89;0;34.58;19.17;26.55
"18.08.2014";1.62;0.27;87.34;0;17.62;7.98;12.83;18.25;63.12;962.59;1.78;268.16;0;1.22;0.31;78.23;0;36.28;21.3;12.37;88.86;0;8.02;1.57;62.89;0;47.29;44.47;" NaN"
"19.08.2014";1.56;0.27;81.45;0;21.42;8.89;12.04;17.42;64.48;963.61;1.21;175.78;120.12;1.1;0.32;71.45;0;39.1;22.92;14.23;82.17;0;10.25;2.05;59.73;0;42.48;36.04;14.58
"20.08.2014";1.81;0.29;72.47;0;27.05;11.36;11.63;17.16;55.91;965.92;1.36;151.48;49.38;1.23;0.36;59.82;0;46.42;32.52;15.79;76.17;0;11.58;1.79;57.35;0;44.64;28.29;13.95
"21.08.2014";1.7;0.3;86.62;0;27.83;12.21;13.54;16.71;58.3;967.08;0.98;215.65;12.68;1.3;0.33;78.64;0;43.02;22.21;12.31;92.45;0;10.65;2.13;68.4;0;49.93;40.8;15.55
"22.08.2014";1.91;0.32;98.12;0;33.1;14.89;14.98;17.39;55.27;965.78;1.06;255.46;0;1.35;0.37;86.73;0;51.33;34.25;13.98;100.59;0;11.74;2.07;67.35;0;56.68;38.87;14.69
"23.08.2014";1.66;0.29;69.06;0;21.43;5.32;12.64;15.55;66.24;966.43;1.13;84.14;67.75;1.28;0.3;67.85;0;38.32;17.35;10.98;77.49;0;8.71;1.24;47.8;0;47.2;29.81;15.55
"24.08.2014";1.56;0.26;88.71;0;14.33;3.94;8.38;14.59;62.89;969.96;1.14;179.44;214.05;1.13;0.26;86.28;0;26.73;9.47;8.51;90.94;0;4.86;0.92;70.61;0;36.61;17.51;9.67
"25.08.2014";2.13;0.34;65.14;0;34.03;22.33;13.54;14.75;69.09;966.52;1.33;129.33;176;1.57;0.34;55.98;0;43.31;33.35;12.28;69.99;0;15.51;4.83;42.88;0;52.91;45.79;17.28
"26.08.2014";1.41;0.25;60.24;0;21.42;5.93;13.27;16.64;82.92;959.9;2.44;65.63;641.28;0.84;0.25;57.96;0;29.27;14.97;7.47;57.76;0;11.2;1.97;40.89;0;61.69;69.33;14.25
"27.08.2014";1.46;0.26;60.71;0;19.2;7.9;7.7;17.67;74.89;965.25;1.58;169.89;192.52;0.88;0.33;58.82;0;36.82;29.5;9.51;66.69;0;8.12;1.91;44.19;0;42.16;37.47;11.55
"28.08.2014";1.78;0.36;85.46;0;35.4;22.1;14.67;19.43;69.52;967.7;1.07;244.57;0;1.16;0.41;75.69;0;49.54;39.09;16.45;92.01;0;14.18;3.96;62.38;0;51.16;39.37;16.03
"29.08.2014";1.52;0.38;59.07;0;33.68;25.87;17.68;18.98;81.25;968.13;1.27;119.17;176.77;0.81;0.4;51.09;0;47.28;36.95;16.26;61.05;0;14.67;4.07;45.19;0;53.42;59.95;41.49
"30.08.2014";1.47;0.27;80.57;0;16.49;5.03;9.9;19.53;69.59;969.12;1.13;204.02;11.02;1.17;0.31;70.34;0;33.33;14.93;12.16;79.34;0;5.76;1.32;66.3;0;38.07;22.05;11.56
"31.08.2014";1.58;0.31;60.32;0;19.98;3.87;13.13;15.85;80.5;966.77;1.33;55.96;388.38;1.07;0.28;53;0;27.59;9.79;9.68;58.96;0;9.51;1.28;42.67;0;34.51;18.71;11.76
"01.09.2014";1.7;0.31;60.03;0;28.8;15.67;11.65;14.67;73.78;969.44;1.02;123.08;161.22;1.19;0.33;53.34;0;43.51;32.26;11.8;70.13;0;10.58;1.81;62.09;0;40.46;32.75;13.29
"02.09.2014";2;0.32;71.83;0;25.57;15.31;11.16;15.54;68.01;969.78;1.66;187.67;0;1.27;0.33;75.1;0;33.97;27.59;13.05;85.36;0;9.16;1.84;75.06;0;33.18;27.6;16.21
"03.09.2014";1.81;0.31;47.22;0;21.64;12.75;11.28;16.23;74.1;966.91;2.59;134.17;0;0.91;0.31;49.67;0;29.54;23.77;13.49;55.46;0;11.23;1.79;45.11;0;30.16;24.68;12.9
"04.09.2014";1.81;0.34;59.66;0;26.84;16.31;15.48;18.36;71.69;965.86;1.32;179.2;0.42;0.97;0.38;56.15;0;39.17;31.95;16.14;69.74;0;12.81;2.56;56.46;0;36.08;29.2;18.15
"05.09.2014";1.78;0.43;69.84;0;35.82;26.46;22.05;19.26;75.57;965.06;1.05;137.64;46.53;1.21;0.44;69.83;0;44.01;32.02;23.05;78.42;0;19.46;7.37;64.76;0;45.88;45.14;21.31
"06.09.2014";1.86;0.43;97.48;0;32.88;13.44;21.64;20.19;70.61;963.52;0.7;206.71;0;1.26;0.44;117.87;0;41.26;14.82;18.75;105.86;0;12.08;2.3;106.49;0;47.61;30.52;21.04
"07.09.2014";1.8;0.4;110.56;0;25.65;5.96;23.27;20.62;69.14;964.16;0.91;216.93;0;1.23;0.38;105.18;0;36.98;7.85;18.9;113.45;0;9.04;1.37;94.15;0;48.93;18.92;20.79
"08.09.2014";1.73;0.42;113.54;0;35.91;17.68;25.57;21.59;68.54;965.72;0.92;214.96;0;1.22;0.41;114.23;0;47.72;22.95;22.5;121.84;1;15;2.64;85.41;0;61.99;43.63;30.03
"09.09.2014";1.56;0.4;97.93;0;36.5;18.57;20.36;19.86;78.79;966.71;0.96;133.49;175.57;1.02;0.38;93.97;0;45.53;23.63;23.37;99.57;0;14.57;2.37;64.4;0;52.78;37;23.16
"10.09.2014";1.73;0.35;78.16;0;28.51;12.54;22.55;18.23;74.29;965.06;1.95;160.62;0.18;1.01;0.34;80.97;0;37.86;26.71;23.53;94.04;0;13.12;2.17;83.08;0;37.33;23.79;23.91
"11.09.2014";2.13;0.35;61.69;0;31.3;14.85;17.18;15.45;67.62;964.65;1.43;112.5;81.27;1.51;0.35;61.38;0;42.38;30.6;19.86;78.27;0;10.78;1.49;69.95;0;38.1;27.43;18.31
"12.09.2014";1.94;0.29;55.02;0;26.36;10.38;10.66;12.97;80.45;967.36;1.55;70.34;489.35;1.16;0.34;55.57;0;43.21;34.9;12.04;55.6;0;13.9;2.1;40.75;0;43.51;35.49;12.77
"13.09.2014";1.91;0.32;69.77;0;23.2;7.7;10.17;14.82;77.6;969.69;1.18;141.14;131.52;1.35;0.36;68.55;0;34.86;15.76;8.98;71.88;0;7.52;1.35;68.79;0;36.07;21.91;10.81
"14.09.2014";2.08;0.35;91.98;0;20.37;6.2;" NaN";16.69;74.06;966.93;1.73;164.38;0;1.6;0.34;88.81;0;32.61;13.31;12.61;92.92;0;6.25;1.13;88.22;0;28.66;13.11;13.16
"15.09.2014";1.96;0.37;70.84;0;37.26;16.26;" NaN";17.6;75.73;965.17;1.05;162.26;0;1.45;0.42;72.49;0;51.58;28.46;21.31;77.65;0;12.79;2.2;68.21;0;44.9;24.47;20.37
"16.09.2014";1.96;0.46;77.41;0;45.54;24.09;" NaN";18.51;75.25;964.64;1.53;203.83;0;1.24;0.44;80.91;0;52.53;29.4;25.09;94.69;0;18.13;4.4;77.59;0;41.64;26.39;21.35
"17.09.2014";1.97;0.43;57.35;0;38.04;17.99;" NaN";18.78;74.44;962.37;1.53;179.72;0;1.2;0.5;57.16;0;55.4;43.85;26.08;76.51;0;15.01;2.92;57.85;0;43.75;26.31;22.14
"18.09.2014";1.86;0.48;42.72;0;48.12;23.38;25.48;19.03;76.86;962.7;0.81;96.01;73.52;1.22;0.51;31.68;0;58.27;34.35;25.43;59.17;0;25.38;5.43;26.84;0;59.73;50.66;26.51
"19.09.2014";1.82;0.48;55.11;0;45.29;27.81;24.78;19.78;74.98;964.72;0.86;127.24;150.97;1.14;0.51;55.46;0;55.1;43.51;26.41;62.23;0;26.59;6.89;29.06;0;56.99;51.98;26.49
"20.09.2014";1.64;0.32;83.52;0;22.41;5.91;14.04;19.69;75.49;966.38;1.25;141.31;36.96;0.94;0.34;73.91;0;37.55;14.76;18.56;84.8;0;11.52;1.64;63.64;0;44.99;31.33;17
"21.09.2014";1.6;0.25;75.73;0;13.71;3.31;7.2;17.09;83.1;966.86;1.53;100.62;575.35;0.94;0.25;68.51;0;23.75;6.74;8.54;76.41;0;7.3;1.21;60.73;0;36.27;18.82;9.89
"22.09.2014";16.41;0.31;79.81;0;29.62;16.85;20.41;13.61;70.15;969.49;1.42;121.27;84.48;19.67;0.34;74.79;0;45.81;36.28;19.58;78.99;0;12.07;1.87;70.31;0;41.59;28.58;19.82
"23.09.2014";3.15;0.31;62.61;0;32.41;19.94;16.88;11.89;62.8;968.63;2.24;214.3;0;2.02;0.35;66.41;0;41.69;32.98;15.88;71.89;0;10.9;2.32;62.87;0;35.87;26.33;14.58
"24.09.2014";3.08;0.33;66.57;0;32.17;24.29;21.7;13.41;71.74;964.72;1.45;149.23;219.37;2.1;0.47;57.01;0;47.92;49.5;21.46;73.66;0;18.29;5.2;45;0;45.94;48.29;21.35
"25.09.2014";2.88;0.32;67.09;0;34.43;14.75;20.42;13.46;73.93;970.33;1.36;118.26;128.02;2.11;0.31;58.18;0;38.52;18.16;20.61;68.17;0;15.33;1.82;43.97;0;59.17;56.77;21.28
"26.09.2014";3.01;0.5;39.65;0;52.28;44.14;25.55;13.32;73.73;974.8;1;155.28;0;2.15;0.52;30.83;0;57.83;57.92;26.84;51.79;0;23.37;7.89;39.97;0;60.13;73.15;25.54
"27.09.2014";2.78;0.41;79.68;0;28.94;13.36;18.3;15.49;73.61;975.66;1.9;190.24;1.97;1.63;0.43;70.71;0;44.5;26.77;20.33;82.75;0;13.34;2.45;80.9;0;35.74;22.72;18.39
"28.09.2014";2.48;0.42;68.35;0;30.98;10.96;19.48;15.87;79.42;975.06;1.03;142.39;0.22;1.75;0.42;73.27;0;38.8;18.53;19.44;75.3;0;14.91;2.59;54.26;0;39.67;24.61;17.46
"29.09.2014";2.23;0.48;55.94;0;45.79;31.13;22.13;17.47;74.2;974.96;0.86;170.56;0;1.68;0.49;53.57;0;55.54;41.93;22.29;76.94;0;21.52;5.23;50.03;0;54.63;49.7;" NaN"
"30.09.2014";1.58;0.43;33.41;0;44.05;25.01;22.6;17.19;83.78;975.56;1.12;41.98;271.18;1.44;0.37;24.67;0;48.89;23.43;16.47;44.28;0;22.82;3.72;22.29;0;53.5;59.85;23.2
"01.10.2014";1.37;0.44;50.03;0;39.05;30.84;20.01;17.02;84.63;975.71;0.9;103.91;293.47;1.05;0.43;38.49;0;47.95;43.64;17.45;64.93;0;19.67;3;46.56;0;47.09;55.35;21.08
"02.10.2014";1.01;0.33;68.6;0;30.78;16.06;16.43;16.51;78.01;975.99;1.79;152.77;0;0.86;0.35;63.99;0;41.29;29.77;16.78;77.64;0;13.69;1.7;72.81;0;39.05;29.42;20.84
"03.10.2014";0.86;0.36;37.46;0;33.08;20.49;20.47;15.04;78.97;973.13;1.8;46.83;0;1.13;0.41;35.07;0;48.48;37.09;26.37;56.09;0;15.83;1.85;54.85;0;36.09;19.99;24.93
"04.10.2014";0.91;0.39;49.84;0;27.81;13.28;23.41;14.07;83.09;967.74;1.41;91.19;0.43;1.41;0.45;45.67;0;41.71;32.05;25.15;55.09;0;16.47;2.35;42.29;0;41.22;33.53;26.79
"05.10.2014";0.87;0.36;63.31;0;24.11;12.71;16.99;15.34;80.57;965.11;1.61;147.76;151.48;1.37;0.34;66.35;0;30.23;13.75;20.61;71.55;0;13.59;2.34;66.27;0;27.26;10.37;19.12
"06.10.2014";0.85;0.33;58.1;0;32.8;20.66;11.7;14.9;81.95;962.32;1.24;151.69;4.52;1.18;0.37;47.98;0;47.43;36.17;14.99;62.62;0;15.52;3.38;42.41;0;47.83;38.87;15.27
"07.10.2014";0.85;0.34;52.31;0;35.22;21.67;13.26;15.19;81.94;960.91;1.16;68.26;387.53;1.07;0.41;40.76;0;51.72;49.82;17.71;53.29;0;20.29;3.26;34.44;0;48.44;50.19;14.5
"08.10.2014";0.87;0.39;54.52;0;35.59;30.26;15.27;16.22;84.64;961.68;1.19;114.37;192.55;0.98;0.45;49.07;0;48.22;51.87;16.66;55.45;0;21.73;6.41;39.49;0;48.9;55.98;14.75
"09.10.2014";0.97;0.4;67.08;0;31.04;33.18;14.56;17.31;74.09;961.32;1.36;158.71;0;0.95;0.46;46.61;0;52.16;65.07;20.23;67.54;0;16.54;4.28;49.16;0;49.4;66.6;16.63
"10.10.2014";0.81;0.32;40.57;0;36.86;20.45;12.47;17.52;79.04;964.6;1.16;100.59;26.93;1.24;0.4;37.07;0;53.8;45.23;17.01;53.27;0;16.85;2.46;34.64;0;50.01;45.02;17.48
"11.10.2014";0.59;0.3;61.06;0;23.92;11.58;11.15;16.44;82.34;964.85;0.96;68.9;170.07;1.17;0.33;46.78;0;36.53;24.39;14.93;60.1;0;13.53;1.72;37.06;0;35.85;20.51;12.74
"12.10.2014";0.55;0.29;44.13;0;21.95;8.73;13.32;15.46;84.08;961.98;1.38;121.97;0;1.14;0.34;44.54;0;31.86;18.34;15.46;59.71;0;10.46;1.61;44.59;0;28.02;15.22;13.47
"13.10.2014";0.72;0.33;67.48;0;32.24;21.24;16.21;14.58;88.01;960.34;1.45;30.08;568.03;1.12;0.35;55.03;0;42.86;41.65;14.44;72.9;0;18.02;2.99;40.28;0;51.86;69.62;15.41
"14.10.2014";1.35;0.4;64.35;0;48.53;39.63;14.2;14.96;76.71;960.52;0.89;134.61;0.01;1.56;0.45;61.03;0;56.58;49.5;15.04;77.48;0;24.18;5.53;48.65;0;60.19;72.2;13.8
"15.10.2014";0.91;0.37;63.49;0;38.95;25.96;13.79;15.76;79.21;959.56;1.19;110.22;342.9;1.39;0.34;50.6;0;45.48;25.05;16.48;63.56;0;17.67;2.76;43.59;0;55.02;61.87;14.87
"16.10.2014";0.58;0.27;49.27;0;27.88;10.63;13.69;15.46;80.78;961.08;2.09;44.96;190;1.57;0.27;56.26;0;36;16.14;10.53;53.18;0;15.4;2.09;29.55;0;56.85;65.95;14.85
"17.10.2014";0.61;0.31;57.72;0;31.26;12.33;11.79;16.02;80.36;965.67;1.82;93.48;132.63;1.47;0.38;51.51;0;49.52;34.52;12.71;63.93;0;13.23;1.89;40.1;0;48.87;36.2;12.81
"18.10.2014";1.2;0.46;29.6;0;33.64;27.26;15.3;14.63;83.42;971.83;1.2;129.45;0;2;0.49;26.13;0;41.53;39.04;17.31;42.6;0;20.4;5.4;31.73;0;39.33;36.33;15.76
"19.10.2014";0.9;0.47;57.52;0;29.43;25.11;16.71;16.07;78.36;972.68;1.19;129.01;0;1.79;0.45;55.17;0;39.25;23.73;14.48;69.41;0;12.08;1.81;47.36;0;46.73;50.15;18.6
"20.10.2014";1.06;0.41;58.09;0;41.64;29.06;23.36;17.19;74.59;969.85;1.2;102.26;261.58;2;0.43;62.36;0;53.96;47.59;22.89;58.12;0;17.19;2.94;46.85;0;59.28;78.13;24.16
"21.10.2014";0.5;0.21;73.27;0;17.2;6.99;25.3;15.21;75.87;963.76;3.31;84.52;371.55;1.45;0.2;68.24;0;23.38;11.63;9.77;68.89;0;10.57;2.58;63.47;0;38.88;33.43;13.27
"22.10.2014";0.93;0.19;64.07;0;15.15;3.38;11.12;6.84;75.77;970.24;2.99;38.01;652.18;1.93;0.21;64.38;0;22.17;12.6;7.74;60.42;0;10.83;1.56;58.67;0;34.18;25.84;9.7
"23.10.2014";1.19;0.28;55.61;0;30.65;16.95;14.15;8.27;73.15;973.81;1.41;63.11;265.77;1.78;0.32;57.62;0;44.7;34.75;13.88;57.29;0;14.85;1.99;48.23;0;49.38;44.3;15.77
"24.10.2014";1.85;0.38;41.15;0;40.69;34.52;15.41;8.24;75.51;970.67;1.31;94.18;0;2.3;0.45;38.04;0;53.6;59.92;17.53;51.32;0;18.05;2.44;42.06;0;44.83;45.04;17.02
"25.10.2014";1.59;0.39;38.26;0;33.91;23.39;15.91;10.41;80.95;970.53;0.95;53.74;140.33;2.09;0.37;26.35;0;40.86;24.97;10.87;39.53;0;19.36;2.42;29.54;0;45.79;47.82;15.08
"26.10.2014";1.9;0.43;44.53;0;36.02;27.3;16.47;12.29;80.56;973.96;1.66;102.16;0;2.12;0.48;43.67;0;41.81;33.44;18.12;55.73;0;15.48;2.3;47.92;0;38.26;28.95;17.07
"27.10.2014";1.3;0.35;21.61;0;31.93;25.56;14.39;9.41;83.61;973.78;1.63;26.01;1.83;0.9;0.39;19.65;0;41.5;46.49;15.83;38.18;0;17.34;2.05;19.17;0;35.09;30.69;13.53
"28.10.2014";1.78;0.48;40.38;0;40.73;45.4;22.25;10.81;77.89;969.27;1.11;70.79;0;1.99;0.47;24.53;0;50.59;59.68;22.83;48.53;0;25.64;3.53;24.89;0;51.3;71.55;21.65
"29.10.2014";2.35;0.58;55.92;0;47.01;62.26;24.73;11.18;78.33;968.83;0.96;113.49;0;2.83;0.57;30.68;0;57.78;76.04;26.82;60.78;0;22.99;6.99;30.95;0;60.18;90.29;26.66
"30.10.2014";2.57;0.51;23.46;0;53.07;53.27;24.71;11.67;74.16;973.54;0.96;80.08;0.2;3.03;0.5;20.44;0;58.55;62.98;21.99;40.13;0;26.09;5.44;19.55;0;60.43;74.69;25.53
"31.10.2014";2.21;0.59;7.99;0;50.13;72.58;25.51;9.95;80.79;974.94;1.6;97.57;0;2.58;0.74;8.28;0;63.9;120.91;30.87;36.45;0;31.48;15.57;11.58;0;49.34;71.93;25.99
"01.11.2014";1.23;0.71;17.49;0;46.39;75.66;33.87;9.92;86.29;972.85;0.87;81.74;0.33;2.02;0.79;11;0;57.01;102.12;34.34;33.84;0;38.78;19.31;10.53;0;54.79;99.9;34.17
"02.11.2014";1.21;0.64;41.42;0;40.67;56.27;25.31;10.71;81.83;968.48;0.63;109.55;0;2.45;0.62;28.08;0;47.2;57.99;24.42;48.32;0;29.21;6.68;32.02;0;47.18;71.86;25.18
"03.11.2014";1.66;0.53;44.81;0;48.16;55.84;22.38;11.38;76.22;958.74;1.34;116.05;0;3.06;0.58;35.15;0;63.18;83.64;22;49.15;0;20.44;4.72;25.29;0;60.02;96.78;23.64
"04.11.2014";1.48;0.42;54.42;0;45.08;35.46;19.92;10.82;76.91;946.11;1.79;72.12;0;1.77;0.58;45.29;0;68.99;101.22;25.77;62.43;0;28.86;4.84;41.57;0;55.42;77.93;20.99
"05.11.2014";0.45;0.26;71.29;0;32.17;11.92;4.57;5.94;87.27;953.92;1.59;9.68;1156.2;0.95;0.32;64.19;0;51.45;35.73;5.75;68.37;0;20.8;1.8;63.25;0;55.93;43.92;6.86
"06.11.2014";0.89;0.34;46.84;0;40.49;27.86;9.64;4.82;87.01;962.41;1.24;29.16;469.18;1.25;0.38;38.68;0;54.56;44.53;10.04;51.56;0;16.94;2.52;34.59;0;52.13;43.43;11.48
"07.11.2014";1.31;0.31;41.76;0;29.81;14.12;15.34;7.96;73.82;961.09;1.49;96.34;50.35;2.22;0.33;46.74;0;40.66;25.96;13.59;41.58;0;18.84;2.83;32.53;0;51.59;60.25;15.23
"08.11.2014";1.79;0.39;51.58;0;39.27;25.81;15.64;8.79;77.86;962.63;1.36;103.72;0;2.62;0.46;47.08;0;50.77;46.76;17.57;58.6;0;14.37;2.2;45.74;0;50.51;49.53;15.35
"09.11.2014";1.28;0.49;17.1;0;33.25;33.74;22.09;6.63;89.47;959.21;1.23;58.6;0;2.37;0.5;16.47;0;38.68;41.73;20.92;28.94;0;23.22;6.1;14.73;0;36.12;40.9;20.51
"10.11.2014";1.53;0.55;3.24;0;37.96;62.33;26.48;7.69;91.1;962.12;1.21;26.69;49.13;2.53;0.67;3.18;0;50.06;105.7;31.78;19.92;0;28.53;20.04;2.99;0;41.19;73.46;" NaN"
"11.11.2014";0.87;0.51;3.48;0;34.78;48.49;25.16;7.53;91.04;956.56;1.18;16.95;0;0.79;0.6;2.94;0;46.61;89.16;29.72;6.05;0;28.86;23.73;2.73;0;39.92;66.78;" NaN"
"12.11.2014";0.86;0.51;6.15;0;43.71;49.9;16.91;8.44;89.84;955.32;0.84;33.65;532.37;1.22;0.54;5.71;0;50.61;75.16;20.1;11.91;0;36.19;19.74;4.67;0;47.92;68.91;18.77
"13.11.2014";0.94;0.46;19.9;0;51.38;39;11.99;10.19;88.49;961.46;0.82;29.21;322.22;1.4;0.49;24.28;0;60.85;58.72;12.83;36.62;0;28.4;3.33;23.64;0;53.5;47.06;13.56
"14.11.2014";0.91;0.4;13.97;0;34.95;30.91;17.49;8.8;86.55;958.91;1.42;49.74;0;1.14;0.47;12.16;0;47.25;61.83;21.57;21.93;0;25.29;5.38;11.86;0;39.45;36.7;19.06
"15.11.2014";0.75;0.34;61.19;0;29.85;11.43;10.95;9.66;83.52;953.15;1.69;53.72;478.55;0.97;0.4;62.27;0;40.17;28.48;13.82;60.43;0;20.51;2.19;46.7;0;38.42;28.56;11.9
"16.11.2014";0.73;0.28;65.96;0;23.18;7.68;6.73;8.69;80.88;953.82;1.82;64.81;458.63;1.53;0.3;69.33;0;32.02;12.48;4.24;65.43;0;8.5;1.13;54.98;0;42.7;26.29;7.16
"17.11.2014";1.25;0.39;31.25;0;44.5;34.2;13.85;8.3;85;954.58;1.04;34.85;325.23;2.02;0.49;28.27;0;61.54;65.91;12.88;45.31;0;30.63;6.56;18.46;0;52.03;55.62;13.53
"18.11.2014";0.8;0.28;56.75;0;25.12;10.07;11.34;8.08;80.76;958.31;1.65;59.64;390.62;1.41;0.31;54.99;0;38.77;30.87;9.69;51.45;0;19.79;2.93;46.46;0;48.01;48.28;11.61
"19.11.2014";1.5;0.43;47.4;0;42.37;37.1;13.65;8.31;75.91;968.22;1.29;58.7;0.28;2.12;0.47;38.05;0;54.32;57.36;15.03;45.87;0;20.67;2.51;30.53;0;56.36;60;16.99
"20.11.2014";1.46;0.47;12.71;0;39.13;43.42;17.95;5.56;85.52;972.99;1.84;58.33;0;1.53;0.55;11.73;0;51.88;82.44;21.53;25.31;0;26.39;10.55;10.8;0;42.38;54.15;17.84
"21.11.2014";1.87;0.52;9.81;0;39.34;57.36;24.53;7.7;80.24;970.71;1.2;78.67;0;1.99;0.6;5.14;0;49.14;81.56;26.64;12.52;0;33.19;28.25;4.96;0;42.95;70.02;25.24
"22.11.2014";1.41;0.63;5.28;0;30.75;67.57;25.76;6.44;92.03;970.46;1.42;57.43;0.18;1.35;0.76;3.62;0;44.01;106.1;30.73;6.72;0;33.57;48.02;5.25;0;30.49;70.12;23.68
"23.11.2014";0.94;0.64;4.36;0;31.18;61.96;20.82;5.52;94.24;971.6;1;30.74;2.2;0.7;0.7;3.41;0;35.23;71.21;22;5.5;0;26.02;51.68;4.25;0;33.17;66.47;21.03
"24.11.2014";2.19;0.75;4.33;0;41.49;101.34;31.25;8.97;86.49;971.45;1.33;57.49;30.7;2.51;0.86;3.31;0;54.5;135.04;35.09;22.51;0;33.56;39.02;2.2;0;45.47;116.52;31.26
"25.11.2014";1.18;0.5;3.87;0;32.1;42.86;20.41;8.63;" NaN";969.48;1.88;9.98;0;0.94;0.5;3.67;0;37.93;55.98;21.65;6.23;0;25.46;14.45;2.77;0;37.19;53.85;22.01
"26.11.2014";1.35;0.55;3;0;30.67;58.68;22.31;8.69;" NaN";964.07;1.58;23.02;0.27;1.03;0.63;2.9;0;41.87;95.43;" NaN";3.72;0;23;26.1;2.65;0;30.87;59.2;" NaN"
